t,p
2026-01-30 11:00:14,0.78
2026-01-30 11:10:12,0.79
2026-01-30 11:20:13,0.78
2026-01-30 11:30:12,0.66
2026-01-30 11:40:12,0.78
2026-01-30 11:50:12,0.8
2026-01-30 12:00:15,0.79
2026-01-30 12:10:12,0.66
2026-01-30 12:20:12,0.66
2026-01-30 12:30:12,0.78
2026-01-30 12:40:13,0.78
2026-01-30 12:50:12,0.78
2026-01-30 13:00:13,0.64
2026-01-30 13:10:12,0.78
2026-01-30 13:20:12,0.65
2026-01-30 13:30:13,0.78
2026-01-30 13:40:13,0.8
2026-01-30 13:50:13,0.8
2026-01-30 14:00:13,0.8
2026-01-30 14:10:12,0.8
2026-01-30 14:20:12,0.66
2026-01-30 14:30:13,0.8
2026-01-30 14:40:12,0.8
2026-01-30 14:50:11,0.65
2026-01-30 15:00:14,0.79
2026-01-30 15:10:12,0.8
2026-01-30 15:20:13,0.65
2026-01-30 15:30:13,0.78
2026-01-30 15:40:12,0.78
2026-01-30 15:50:13,0.64
2026-01-30 16:00:14,0.78
2026-01-30 16:10:14,0.78
2026-01-30 16:20:13,0.78
2026-01-30 16:30:13,0.73
2026-01-30 16:40:13,0.78
2026-01-30 16:50:13,0.73
2026-01-30 17:00:13,0.78
2026-01-30 17:10:12,0.64
2026-01-30 17:20:13,0.78
2026-01-30 17:30:13,0.78
2026-01-30 17:40:13,0.78
2026-01-30 17:50:28,0.65
2026-01-30 18:00:13,0.78
2026-01-30 18:10:13,0.78
2026-01-30 18:20:12,0.78
2026-01-30 18:30:14,0.64
2026-01-30 18:40:15,0.78
2026-01-30 18:50:14,0.78
2026-01-30 19:00:14,0.76
2026-01-30 19:10:12,0.62
2026-01-30 19:20:12,0.78
2026-01-30 19:30:12,0.8
2026-01-30 19:40:14,0.78
2026-01-30 19:50:14,0.64
2026-01-30 20:00:13,0.76
2026-01-30 20:10:12,0.64
2026-01-30 20:20:12,0.76
2026-01-30 20:30:12,0.77
2026-01-30 20:40:13,0.76
2026-01-30 20:50:13,0.66
2026-01-30 21:00:14,0.66
2026-01-30 21:10:13,0.67
2026-01-30 21:20:12,0.67
2026-01-30 21:30:13,0.66
2026-01-30 21:40:14,0.66
2026-01-30 21:50:12,0.67
2026-01-30 22:00:14,0.66
2026-01-30 22:10:27,0.67
2026-01-30 22:20:12,0.67
2026-01-30 22:30:14,0.66
2026-01-30 22:40:12,0.66
2026-01-30 22:50:12,0.66
2026-01-30 23:00:13,0.66
2026-01-30 23:10:13,0.66
2026-01-30 23:20:13,0.66
2026-01-30 23:30:13,0.66
2026-01-30 23:33:13,0.66
