t,p
2026-01-30 13:00:20,0.6
2026-01-30 13:10:15,0.61
2026-01-30 13:20:19,0.61
2026-01-30 13:30:20,0.6
2026-01-30 13:40:19,0.62
2026-01-30 13:50:17,0.6
2026-01-30 14:00:20,0.6
2026-01-30 14:10:16,0.62
2026-01-30 14:20:16,0.6
2026-01-30 14:30:24,0.6
2026-01-30 14:40:16,0.59
2026-01-30 14:50:15,0.63
2026-01-30 15:00:23,0.66
2026-01-30 15:10:16,0.66
2026-01-30 15:20:18,0.67
2026-01-30 15:30:20,0.7
2026-01-30 15:40:16,0.72
2026-01-30 15:50:17,0.73
2026-01-30 16:00:21,0.72
2026-01-30 16:10:33,0.72
2026-01-30 16:20:16,0.72
2026-01-30 16:30:20,0.74
2026-01-30 16:40:19,0.75
2026-01-30 16:50:17,0.78
2026-01-30 17:00:22,0.78
2026-01-30 17:10:16,0.78
2026-01-30 17:20:17,0.8
2026-01-30 17:30:20,0.81
2026-01-30 17:40:17,0.81
2026-01-30 17:50:45,0.81
2026-01-30 18:00:21,0.81
2026-01-30 18:10:17,0.81
2026-01-30 18:20:19,0.81
2026-01-30 18:30:22,0.81
2026-01-30 18:40:18,0.81
2026-01-30 18:50:18,0.81
2026-01-30 19:00:20,0.81
2026-01-30 19:10:21,0.83
2026-01-30 19:20:16,0.83
2026-01-30 19:30:19,0.83
2026-01-30 19:40:21,0.82
2026-01-30 19:50:18,0.84
2026-01-30 20:00:21,0.83
2026-01-30 20:10:19,0.84
2026-01-30 20:20:16,0.84
2026-01-30 20:30:20,0.84
2026-01-30 20:40:18,0.84
2026-01-30 20:50:17,0.84
2026-01-30 21:00:23,0.84
2026-01-30 21:10:17,0.84
2026-01-30 21:20:15,0.84
2026-01-30 21:30:24,0.84
2026-01-30 21:40:17,0.84
2026-01-30 21:50:16,0.84
2026-01-30 22:00:24,0.84
2026-01-30 22:10:31,0.84
2026-01-30 22:20:16,0.84
2026-01-30 22:30:21,0.84
2026-01-30 22:40:16,0.85
2026-01-30 22:50:16,0.85
2026-01-30 23:00:19,0.85
2026-01-30 23:10:17,0.85
2026-01-30 23:20:19,0.84
2026-01-30 23:30:20,0.84
2026-01-30 23:33:16,0.84
