t,p
2026-01-30 17:10:17,0.26
2026-01-30 17:20:18,0.42
2026-01-30 17:30:21,0.25
2026-01-30 17:40:18,0.26
2026-01-30 17:50:49,0.26
2026-01-30 18:00:23,0.26
2026-01-30 18:10:18,0.26
2026-01-30 18:20:20,0.26
2026-01-30 18:30:23,0.26
2026-01-30 18:40:19,0.24
2026-01-30 18:50:19,0.25
2026-01-30 19:00:22,0.24
2026-01-30 19:10:25,0.22
2026-01-30 19:20:17,0.24
2026-01-30 19:30:21,0.24
2026-01-30 19:40:23,0.25
2026-01-30 19:50:19,0.25
2026-01-30 20:00:22,0.36
2026-01-30 20:10:20,0.24
2026-01-30 20:20:17,0.24
2026-01-30 20:30:21,0.26
2026-01-30 20:40:19,0.25
2026-01-30 20:50:18,0.24
2026-01-30 21:00:25,0.25
2026-01-30 21:10:18,0.26
2026-01-30 21:20:16,0.26
2026-01-30 21:30:26,0.26
2026-01-30 21:40:18,0.25
2026-01-30 21:50:17,0.26
2026-01-30 22:00:26,0.26
2026-01-30 22:10:32,0.25
2026-01-30 22:20:17,0.26
2026-01-30 22:30:23,0.24
2026-01-30 22:40:17,0.24
2026-01-30 22:50:17,0.26
2026-01-30 23:00:21,0.26
2026-01-30 23:10:18,0.26
2026-01-30 23:20:20,0.26
2026-01-30 23:30:22,0.28
2026-01-30 23:31:16,0.26
