t,p
2026-01-28 06:50:11,0.49
2026-01-28 07:00:13,0.49
2026-01-28 07:10:13,0.49
2026-01-28 07:20:12,0.48
2026-01-28 07:30:13,0.48
2026-01-28 07:40:13,0.5
2026-01-28 07:50:12,0.5
2026-01-28 08:00:13,0.5
2026-01-28 08:10:12,0.5
2026-01-28 08:20:12,0.5
2026-01-28 08:30:15,0.5
2026-01-28 08:40:13,0.5
2026-01-28 08:50:11,0.5
2026-01-28 09:00:14,0.49
2026-01-28 09:10:12,0.49
2026-01-28 09:20:11,0.49
2026-01-28 09:30:13,0.49
2026-01-28 09:40:11,0.49
2026-01-28 09:50:12,0.49
2026-01-28 10:00:21,0.49
2026-01-28 10:10:13,0.49
2026-01-28 10:20:12,0.49
2026-01-28 10:30:13,0.49
2026-01-28 10:40:12,0.49
2026-01-28 10:50:11,0.49
2026-01-28 11:00:12,0.49
2026-01-28 11:10:12,0.49
2026-01-28 11:20:13,0.49
2026-01-28 11:30:13,0.49
2026-01-28 11:40:13,0.49
2026-01-28 11:50:13,0.49
2026-01-28 12:00:16,0.49
2026-01-28 12:10:12,0.49
2026-01-28 12:20:12,0.49
2026-01-28 12:30:12,0.49
2026-01-28 12:40:13,0.49
2026-01-28 12:50:12,0.49
2026-01-28 13:00:16,0.49
2026-01-28 13:10:12,0.49
2026-01-28 13:20:16,0.49
2026-01-28 13:30:12,0.49
2026-01-28 13:40:12,0.49
2026-01-28 13:50:13,0.49
2026-01-28 14:00:13,0.49
2026-01-28 14:10:12,0.49
2026-01-28 14:20:16,0.49
2026-01-28 14:30:12,0.48
2026-01-28 14:40:12,0.48
2026-01-28 14:50:13,0.48
2026-01-28 15:00:13,0.48
2026-01-28 15:10:13,0.48
2026-01-28 15:20:13,0.48
2026-01-28 15:30:14,0.48
2026-01-28 15:40:12,0.48
2026-01-28 15:50:13,0.48
2026-01-28 16:00:13,0.48
2026-01-28 16:10:13,0.48
2026-01-28 16:20:12,0.48
2026-01-28 16:30:13,0.48
2026-01-28 16:40:14,0.48
2026-01-28 16:50:12,0.48
2026-01-28 17:00:14,0.48
2026-01-28 17:10:26,0.48
2026-01-28 17:20:12,0.5
2026-01-28 17:30:13,0.5
2026-01-28 17:40:12,0.5
2026-01-28 17:50:12,0.5
2026-01-28 18:00:18,0.5
