t,p
2026-01-30 09:20:17,0.46
2026-01-30 09:30:24,0.46
2026-01-30 09:40:17,0.46
2026-01-30 09:50:20,0.46
2026-01-30 10:00:21,0.46
2026-01-30 10:10:16,0.46
2026-01-30 10:20:16,0.46
2026-01-30 10:30:22,0.46
2026-01-30 10:40:17,0.46
2026-01-30 10:50:16,0.46
2026-01-30 11:00:42,0.46
2026-01-30 11:10:17,0.46
2026-01-30 11:20:18,0.46
2026-01-30 11:30:21,0.46
2026-01-30 11:40:23,0.46
2026-01-30 11:50:18,0.46
2026-01-30 12:00:43,0.46
2026-01-30 12:10:16,0.46
2026-01-30 12:20:17,0.46
2026-01-30 12:30:24,0.46
2026-01-30 12:40:18,0.46
2026-01-30 12:50:17,0.46
2026-01-30 13:00:22,0.46
2026-01-30 13:10:16,0.46
2026-01-30 13:20:20,0.46
2026-01-30 13:30:22,0.46
2026-01-30 13:40:21,0.46
2026-01-30 13:50:18,0.46
2026-01-30 14:00:22,0.46
2026-01-30 14:10:17,0.47
2026-01-30 14:20:17,0.47
2026-01-30 14:30:26,0.47
2026-01-30 14:40:17,0.47
2026-01-30 14:50:16,0.47
2026-01-30 15:00:25,0.47
2026-01-30 15:10:17,0.47
2026-01-30 15:20:19,0.47
2026-01-30 15:30:22,0.68
2026-01-30 15:40:17,0.69
2026-01-30 15:50:18,0.7
2026-01-30 16:00:23,0.7
2026-01-30 16:10:38,0.7
2026-01-30 16:20:17,0.68
2026-01-30 16:30:21,0.68
2026-01-30 16:40:20,0.69
2026-01-30 16:50:18,0.69
2026-01-30 17:00:25,0.71
2026-01-30 17:10:17,0.76
2026-01-30 17:20:18,0.8
2026-01-30 17:30:22,0.8
2026-01-30 17:40:18,0.68
2026-01-30 17:50:50,0.68
2026-01-30 18:00:24,0.68
2026-01-30 18:10:18,0.68
2026-01-30 18:20:20,0.7
2026-01-30 18:30:24,0.73
2026-01-30 18:40:19,0.74
2026-01-30 18:50:19,0.75
2026-01-30 19:00:22,0.76
2026-01-30 19:10:27,0.72
2026-01-30 19:20:17,0.73
2026-01-30 19:30:21,0.73
2026-01-30 19:40:23,0.72
2026-01-30 19:50:20,0.67
2026-01-30 20:00:22,0.72
2026-01-30 20:10:21,0.73
2026-01-30 20:20:17,0.73
2026-01-30 20:30:22,0.73
2026-01-30 20:40:20,0.73
2026-01-30 20:50:18,0.74
2026-01-30 21:00:25,0.74
2026-01-30 21:10:18,0.74
2026-01-30 21:20:16,0.74
2026-01-30 21:30:26,0.74
2026-01-30 21:40:18,0.74
2026-01-30 21:50:17,0.74
2026-01-30 22:00:27,0.72
2026-01-30 22:10:32,0.72
2026-01-30 22:20:17,0.72
2026-01-30 22:30:23,0.7
2026-01-30 22:40:17,0.68
2026-01-30 22:50:17,0.68
2026-01-30 23:00:21,0.68
2026-01-30 23:10:18,0.68
2026-01-30 23:20:21,0.68
2026-01-30 23:29:18,0.68
