t,p
2026-01-29 08:50:12,0.9
2026-01-29 09:00:12,0.9
2026-01-29 09:10:11,0.9
2026-01-29 09:20:13,0.9
2026-01-29 09:30:12,0.9
2026-01-29 09:40:12,0.9
2026-01-29 09:50:12,0.9
2026-01-29 10:00:12,0.9
2026-01-29 10:10:13,0.9
2026-01-29 10:20:13,0.9
2026-01-29 10:30:12,0.84
2026-01-29 10:40:12,0.8
2026-01-29 10:50:12,0.78
2026-01-29 11:00:13,0.76
2026-01-29 11:10:12,0.76
2026-01-29 11:20:12,0.76
2026-01-29 11:30:11,0.75
2026-01-29 11:40:12,0.75
2026-01-29 11:50:12,0.75
2026-01-29 12:00:12,0.75
2026-01-29 12:10:12,0.74
2026-01-29 12:20:12,0.7
2026-01-29 12:30:11,0.68
2026-01-29 12:40:13,0.68
2026-01-29 12:50:11,0.7
2026-01-29 13:00:12,0.69
2026-01-29 13:10:12,0.68
2026-01-29 13:20:12,0.67
2026-01-29 13:30:12,0.69
2026-01-29 13:40:12,0.7
2026-01-29 13:50:12,0.7
2026-01-29 14:00:12,0.7
2026-01-29 14:10:12,0.7
2026-01-29 14:20:12,0.69
2026-01-29 14:30:12,0.68
2026-01-29 14:40:13,0.66
2026-01-29 14:50:12,0.68
2026-01-29 15:00:12,0.66
2026-01-29 15:10:12,0.69
2026-01-29 15:30:12,0.72
2026-01-29 15:40:12,0.75
2026-01-29 16:00:12,0.74
2026-01-29 16:10:12,0.74
2026-01-29 16:20:13,0.7
2026-01-29 16:30:12,0.7
2026-01-29 16:40:13,0.75
2026-01-29 16:50:12,0.82
2026-01-29 17:00:12,0.79
2026-01-29 17:10:13,0.8
2026-01-29 17:20:12,0.8
2026-01-29 17:30:23,0.76
2026-01-29 17:40:12,0.78
2026-01-29 17:50:12,0.76
2026-01-29 18:00:12,0.76
2026-01-29 18:10:13,0.76
2026-01-29 18:20:13,0.76
2026-01-29 18:30:12,0.8
2026-01-29 18:40:12,0.78
2026-01-29 18:50:13,0.78
2026-01-29 19:00:12,0.78
2026-01-29 19:10:13,0.78
2026-01-29 19:20:26,0.75
2026-01-29 19:30:12,0.74
2026-01-29 19:40:11,0.66
2026-01-29 19:50:12,0.66
2026-01-29 20:00:22,0.7
2026-01-29 20:10:12,0.67
2026-01-29 20:20:14,0.7
2026-01-29 20:30:12,0.72
2026-01-29 20:40:12,0.72
2026-01-29 20:50:15,0.74
2026-01-29 21:00:14,0.75
2026-01-29 21:10:12,0.76
2026-01-29 21:20:11,0.78
2026-01-29 21:30:13,0.76
2026-01-29 21:40:13,0.77
2026-01-29 21:50:29,0.77
2026-01-29 22:00:13,0.74
2026-01-29 22:10:12,0.77
2026-01-29 22:20:12,0.84
2026-01-29 22:30:13,0.86
2026-01-29 22:40:11,0.86
2026-01-29 22:50:12,0.86
2026-01-29 23:00:12,0.86
2026-01-29 23:10:12,0.86
2026-01-29 23:20:11,0.86
2026-01-29 23:30:13,0.86
2026-01-29 23:40:12,0.86
2026-01-29 23:50:12,0.87
2026-01-30 00:00:12,0.86
2026-01-30 00:10:11,0.86
2026-01-30 00:20:23,0.85
2026-01-30 00:30:11,0.85
2026-01-30 00:40:12,0.85
2026-01-30 00:50:12,0.84
2026-01-30 01:00:12,0.84
2026-01-30 01:10:13,0.84
2026-01-30 01:20:12,0.84
2026-01-30 01:30:12,0.84
2026-01-30 01:40:13,0.85
2026-01-30 01:50:13,0.85
2026-01-30 02:00:13,0.85
2026-01-30 02:10:12,0.86
2026-01-30 02:20:12,0.86
2026-01-30 02:30:12,0.86
2026-01-30 02:40:12,0.84
2026-01-30 02:50:13,0.84
2026-01-30 03:00:12,0.84
2026-01-30 03:10:11,0.84
2026-01-30 03:20:12,0.84
2026-01-30 03:30:12,0.85
2026-01-30 03:40:12,0.85
2026-01-30 03:50:13,0.86
2026-01-30 04:00:12,0.86
2026-01-30 04:10:12,0.86
2026-01-30 04:20:12,0.84
2026-01-30 04:30:12,0.85
2026-01-30 04:40:12,0.84
2026-01-30 04:50:12,0.84
2026-01-30 05:00:12,0.84
2026-01-30 05:10:12,0.84
2026-01-30 05:20:11,0.84
2026-01-30 05:30:12,0.84
2026-01-30 05:40:11,0.84
2026-01-30 05:50:12,0.84
2026-01-30 06:00:11,0.85
2026-01-30 06:10:12,0.85
2026-01-30 06:20:11,0.85
2026-01-30 06:30:12,0.84
2026-01-30 06:40:11,0.84
2026-01-30 06:50:11,0.87
2026-01-30 07:00:11,0.87
2026-01-30 07:10:11,0.88
2026-01-30 07:20:11,0.88
2026-01-30 07:30:12,0.88
2026-01-30 07:40:11,0.88
2026-01-30 07:50:12,0.88
2026-01-30 08:00:12,0.88
2026-01-30 08:10:12,0.89
2026-01-30 08:20:12,0.88
2026-01-30 08:30:11,0.88
2026-01-30 08:40:11,0.88
2026-01-30 08:50:12,0.89
2026-01-30 09:00:12,0.89
2026-01-30 09:10:11,0.89
2026-01-30 09:20:12,0.89
2026-01-30 09:30:11,0.89
2026-01-30 09:40:11,0.88
2026-01-30 09:50:11,0.88
2026-01-30 10:00:11,0.88
2026-01-30 10:10:11,0.88
2026-01-30 10:20:11,0.88
2026-01-30 10:30:12,0.88
2026-01-30 10:40:12,0.88
2026-01-30 10:50:11,0.88
2026-01-30 11:00:12,0.88
2026-01-30 11:10:11,0.88
2026-01-30 11:20:12,0.88
2026-01-30 11:30:11,0.88
2026-01-30 11:40:11,0.88
2026-01-30 11:50:12,0.88
2026-01-30 12:00:11,0.88
2026-01-30 12:10:11,0.87
2026-01-30 12:20:12,0.87
2026-01-30 12:30:11,0.87
2026-01-30 12:40:13,0.88
2026-01-30 12:50:12,0.88
2026-01-30 13:00:12,0.88
2026-01-30 13:10:11,0.88
2026-01-30 13:20:12,0.88
2026-01-30 13:30:12,0.88
2026-01-30 13:40:12,0.89
2026-01-30 13:50:13,0.89
2026-01-30 14:00:12,0.89
2026-01-30 14:10:12,0.89
2026-01-30 14:20:11,0.88
2026-01-30 14:30:12,0.88
2026-01-30 14:40:12,0.88
2026-01-30 14:50:11,0.89
2026-01-30 15:00:12,0.89
2026-01-30 15:10:11,0.88
2026-01-30 15:20:12,0.88
2026-01-30 15:30:12,0.88
2026-01-30 15:40:11,0.88
2026-01-30 15:50:12,0.88
2026-01-30 16:00:13,0.88
2026-01-30 16:10:12,0.88
2026-01-30 16:20:12,0.88
2026-01-30 16:30:12,0.88
2026-01-30 16:40:12,0.88
2026-01-30 16:50:13,0.88
2026-01-30 17:00:13,0.88
2026-01-30 17:10:11,0.88
2026-01-30 17:20:13,0.88
2026-01-30 17:30:12,0.88
2026-01-30 17:40:13,0.88
2026-01-30 17:50:26,0.89
2026-01-30 18:00:12,0.89
2026-01-30 18:10:13,0.89
2026-01-30 18:20:11,0.89
2026-01-30 18:30:14,0.89
2026-01-30 18:40:14,0.89
2026-01-30 18:50:14,0.9
2026-01-30 19:00:13,0.9
2026-01-30 19:10:12,0.9
2026-01-30 19:20:12,0.9
2026-01-30 19:30:12,0.87
2026-01-30 19:40:14,0.87
2026-01-30 19:50:13,0.88
2026-01-30 20:00:12,0.86
2026-01-30 20:10:11,0.87
2026-01-30 20:20:12,0.54
2026-01-30 20:30:12,0.45
2026-01-30 20:40:13,0.26
2026-01-30 20:50:13,0.24
2026-01-30 21:00:13,0.2
2026-01-30 21:10:13,0.2
2026-01-30 21:20:11,0.15
2026-01-30 21:30:12,0.13
2026-01-30 21:40:13,0.11
2026-01-30 21:50:11,0.08
2026-01-30 22:00:13,0.08
2026-01-30 22:10:27,0.08
2026-01-30 22:20:12,0.08
2026-01-30 22:30:13,0.08
2026-01-30 22:40:12,0.08
2026-01-30 22:50:12,0.08
2026-01-30 23:00:12,0.08
2026-01-30 23:10:13,0.1
2026-01-30 23:20:12,0.1
2026-01-30 23:30:12,0.1
2026-01-30 23:31:12,0.1
